ra,dec,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroR90_r,Color,elliptical,spiral,uncertain,distancia_L,Mag_abs,type,type_n
134.722358548016,54.3453635146278,18.83761,17.05879,16.24132,15.838120000000002,15.56226,6.744546000000001,-2.596294,1.0,0.0,0.0,144.56243189147003,-19.631760060014614,E,3
145.730967210839,58.6921954512761,18.21169,17.27948,17.048379999999998,16.86749,16.784129999999998,5.676631,-1.163307,0.0,0.0,1.0,129.26743360599795,-18.480156015932096,I,1
220.935403698341,58.045200993133,18.40204,17.46249,17.16788,16.96697,16.88535,8.077681,-1.234159,0.0,0.0,1.0,119.90723261077378,-18.207627901065507,I,1
225.167674103148,55.4887297825892,18.55715,16.868560000000002,16.08751,15.71631,15.45836,5.913561,-2.469631,0.0,0.0,1.0,80.42800630324322,-18.47269230552576,I,1
196.345552010265,4.64538457846925,17.0809,15.6718,14.96663,14.5933,14.30179,12.73947,-2.114271,0.0,1.0,0.0,145.37775061970282,-20.89908264543152,S,2
178.825859733442,10.8148165477495,18.55202,17.42288,17.01316,16.748260000000002,16.65909,6.920395,-1.53886,0.0,0.0,1.0,150.35753410621112,-18.87310738244117,I,1
144.69954437266702,20.0747010383951,18.6091,17.21453,16.54826,16.14695,15.86559,6.718236,-2.060841,0.0,1.0,0.0,137.74450994929995,-19.190345676684817,S,2
148.184641942012,19.56650140462,18.92356,17.3977,16.9467,16.80763,16.4899,12.41713,-1.976862,0.0,0.0,1.0,74.48061766372737,-17.413078893221083,I,1
153.953207681005,22.1409235077951,19.43877,17.9903,17.29029,16.97419,16.75884,4.566609,-2.148479,0.0,0.0,1.0,127.18032013045932,-18.27625984722044,I,1
144.746825388746,17.0141015896423,20.16101,18.15849,17.36956,16.98376,16.72352,4.964933,-2.791456,0.0,0.0,1.0,91.21649591397208,-17.470222056625282,I,1
135.302357198388,54.9902524131765,19.5997,17.71924,16.8539,16.4528,16.164270000000002,4.094312,-2.745792,0.0,0.0,1.0,143.4268502312607,-19.00971909043668,I,1
195.899849171218,28.1669677089084,19.56381,17.8426,17.158820000000002,16.82199,16.60211,6.914009,-2.404993,0.0,0.0,1.0,67.26320501634157,-16.99881690467199,I,1
189.55628141644695,5.87457644168337,19.08475,17.80356,17.34021,17.0505,16.90541,9.00034,-1.744541,0.0,0.0,1.0,144.32096584336398,-18.4659950313301,I,1
146.587948415032,34.387150598371,18.30857,17.1316,16.62131,16.30251,16.07274,7.153203,-1.687269,0.0,1.0,0.0,118.10531310323584,-18.752686982733287,S,2
146.44482617526398,30.6048005515895,18.00325,16.95966,16.48424,16.254939999999998,16.03095,6.442516,-1.519005,0.0,0.0,1.0,101.17466903218978,-18.54620095540026,I,1
150.824776842315,32.6172334119871,17.6675,16.70938,16.43364,16.20375,16.07589,5.070146,-1.233862,0.0,0.0,1.0,134.19261534265596,-19.18255523692481,I,1
152.300036893739,34.9813659728854,19.18318,17.555120000000002,16.854589999999998,16.55593,16.35304,5.644253,-2.32859,0.0,1.0,0.0,120.44833471586924,-18.59106666421993,S,2
190.73983671375305,-2.8872186243048703,18.94236,17.126170000000002,16.250339999999998,15.83324,15.50679,7.583311,-2.692022,0.0,1.0,0.0,145.9786418903491,-19.655033848771776,S,2
251.903744180552,42.692643120669,17.32231,15.487420000000002,14.61757,14.18371,13.8413,10.4163,-2.70474,0.0,0.0,1.0,99.48436216382169,-20.42463914311692,I,1
253.488233998876,37.0339280848572,18.94753,17.73141,17.40169,17.23343,17.02231,7.892839,-1.545843,0.0,0.0,1.0,91.60376820406276,-17.39513211104079,I,1
204.438648567139,58.1609150430997,18.41794,17.2663,16.8081,16.53274,16.33165,5.049793,-1.609838,0.0,0.0,1.0,104.5481904859162,-18.29178793773813,I,1
203.633437381414,59.6890192584622,18.51306,17.48995,17.12014,16.892870000000002,16.68229,8.571258,-1.392921,0.0,0.0,1.0,127.54953626060438,-18.40069406894167,I,1
170.35086301896098,34.208050156127804,17.9708,16.53102,15.90722,15.5438,15.327379999999998,10.02411,-2.063572,0.0,0.0,1.0,136.4060315228742,-19.80246177854542,I,1
194.121380139853,26.9569993898602,16.366329999999998,14.608479999999998,13.83564,13.45635,13.12803,12.28728,-2.530693,1.0,0.0,0.0,71.66847914760963,-20.46919447379124,E,3
194.87713223849,26.4352899299083,19.97377,18.35389,17.65553,17.33008,17.05743,5.6876370000000005,-2.318237,0.0,0.0,1.0,63.94939983813964,-16.392402680224933,I,1
194.511940546151,27.9783497699824,19.35923,17.83108,17.14314,16.77095,16.51679,7.0631960000000005,-2.216089,0.0,0.0,1.0,66.63764729950279,-16.99433237269283,I,1
196.580810977268,28.0525027508568,18.5537,16.98275,16.29324,15.98275,15.770320000000002,8.485534,-2.260454,0.0,0.0,1.0,73.49074473247694,-18.05941750955125,I,1
53.175415101139095,-7.395272152515429,19.33217,18.02247,17.51384,17.21746,16.979210000000002,8.895386,-1.818333,0.0,0.0,1.0,131.3330918659374,-18.093018691889345,I,1
185.087891076449,8.91886970146487,17.551029999999997,16.4973,16.09519,15.82534,15.68052,5.5810260000000005,-1.455839,0.0,0.0,1.0,154.2998229597927,-19.846223017528192,I,1
186.66993931919495,9.01489577645547,17.47456,16.52465,16.165689999999998,15.9986,15.8246,8.332377000000001,-1.308867,0.0,0.0,1.0,73.03297310907818,-18.14296058116662,I,1
185.65598203726896,11.0256760071499,20.07411,18.30079,17.55337,17.213620000000002,16.976210000000002,4.789618,-2.520737,1.0,0.0,0.0,77.70559387073966,-16.92751977684956,E,3
150.684529747148,32.6366089565177,19.78056,17.76598,16.92401,16.5441,16.2202,4.319714,-2.85655,0.0,0.0,1.0,153.77884160814102,-19.093156081239773,I,1
144.850171646732,20.5479603247937,18.60853,17.177789999999998,16.68767,16.36241,16.115070000000003,7.07895,-1.920866,0.0,1.0,0.0,140.76803882763178,-19.068515754219764,S,2
157.37031050988998,22.3678155987291,18.6066,16.81965,16.03621,15.63956,15.37171,6.184886,-2.570391,0.0,0.0,1.0,123.00007531921312,-19.468634541848267,I,1
159.300908254892,22.038098940616603,19.27238,17.725360000000002,16.9937,16.58269,16.230420000000002,5.892111,-2.278673,0.0,1.0,0.0,134.1190147877119,-18.696432754916238,S,2
144.959678527272,16.7752507906068,20.35352,18.35308,17.57124,17.199720000000003,16.90931,4.411632,-2.782282,0.0,0.0,1.0,148.4466725498397,-18.35519162267907,I,1
177.646890816988,20.2131688312492,18.85902,17.257179999999998,16.54126,16.191979999999997,15.94304,6.071717,-2.317759,0.0,0.0,1.0,62.424637580391206,-17.455074274101552,I,1
198.939645973508,-2.7685205837101,18.25879,16.437920000000002,15.62332,15.23443,14.93217,5.974289,-2.635469,0.0,0.0,1.0,96.12311892652414,-19.335771839676948,I,1
198.858071578984,-2.5573280985439903,18.05011,16.790110000000002,16.17238,15.83452,15.53399,6.243165,-1.877729,0.0,0.0,1.0,81.90074793578931,-18.411357056245745,I,1
321.17342827367503,-8.059930817266329,19.27086,18.12574,17.80801,17.5651,17.47223,3.446485,-1.462856,0.0,0.0,1.0,137.09159640007223,-17.861249923145202,I,1
196.312560095698,4.87426463718083,17.78746,16.80421,16.492639999999998,16.27107,16.15876,8.76993,-1.294821,0.0,0.0,1.0,136.5298072538587,-19.166708045623125,I,1
197.12341099566,4.36797101912916,16.95123,15.35884,14.698479999999998,14.36545,14.08521,13.94746,-2.252746,0.0,1.0,0.0,73.85940442463756,-19.66249624186883,S,2
199.451915469614,4.10441830411658,18.94018,17.60493,17.18234,16.91819,16.786839999999998,8.387252,-1.757843,0.0,1.0,0.0,141.65918902476983,-18.57596319197214,S,2
186.156492031526,10.839043819863,16.50412,15.15802,14.42789,14.05028,13.73999,15.90905,-2.076237,0.0,1.0,0.0,79.98569248905163,-20.115115500082908,S,2
187.504657217781,8.24262218210372,18.76588,17.62744,17.3363,17.11841,17.052979999999998,7.868276,-1.429583,0.0,0.0,1.0,119.07618931535792,-18.0236578918051,I,1
153.996067225384,20.9233330261415,18.8658,17.553829999999998,16.94061,16.60756,16.4,5.086452,-1.925198,0.0,0.0,1.0,117.18268367428766,-18.43123221180283,I,1
155.646270797469,22.392139630145696,19.49125,18.46531,18.14811,17.83389,17.88805,4.2619370000000005,-1.343142,0.0,0.0,1.0,123.80602994887565,-17.300021806218563,I,1
199.570346247396,-2.41780155509149,19.12301,17.8974,17.36199,17.00816,16.8148,4.875704,-1.7610150000000002,0.0,0.0,1.0,148.69433830130052,-18.522899381784068,I,1
198.46078531613705,-3.52306262102959,17.80588,16.610789999999998,15.94269,15.56989,15.24046,6.548024,-1.863182,0.0,0.0,1.0,82.84108860951598,-18.67132879561109,I,1
322.548056113228,-6.40295233044588,20.221770000000003,18.71195,17.87376,17.37848,16.96787,5.799992,-2.348005,0.0,1.0,0.0,113.47672773283996,-17.458637900876884,S,2
256.008732882524,33.8908635539948,17.4692,16.093320000000002,15.39986,15.0217,14.71419,7.629244,-2.069339,0.0,1.0,0.0,114.13593187044548,-19.925223119592907,S,2
253.708643234188,34.7272337405645,17.59767,15.8423,15.0388,14.65528,14.34939,12.2499,-2.558876,1.0,0.0,0.0,92.9484640886424,-19.844368502263844,E,3
258.81380029507403,29.129996671674103,20.2542,18.69238,17.97269,17.59439,17.31866,4.431801999999999,-2.281517,0.0,0.0,1.0,142.6277924641665,-17.85290604471274,I,1
152.860234724755,38.4470012731479,17.42097,15.72516,14.94697,14.59011,14.30069,13.11914,-2.474004,0.0,1.0,0.0,66.81958756011184,-19.20392115720873,S,2
196.117411430189,4.531741772771911,17.37129,16.4508,16.04045,15.86345,15.69876,12.11882,-1.330833,0.0,0.0,1.0,71.95931847212076,-18.240699783713907,I,1
195.735030713075,3.47537862877087,18.62222,17.60172,17.23849,16.98719,16.90029,6.702592,-1.383726,0.0,0.0,1.0,148.0559440805689,-18.60574647128103,I,1
197.067790627368,3.6151925184274094,18.75062,16.9759,16.155910000000002,15.74453,15.42665,4.896344999999999,-2.594706,0.0,0.0,1.0,140.5811707510058,-19.6546688169365,I,1
185.140168297896,9.46532367582808,20.25707,18.13149,17.56531,17.28845,16.980610000000002,4.766401999999999,-2.691767,0.0,0.0,1.0,76.89118435376943,-16.874953267801047,I,1
150.57499399296898,32.7744881872611,19.33312,17.323729999999998,16.447879999999998,16.04983,15.73371,4.824284,-2.885242,0.0,0.0,1.0,150.76960835366287,-19.530717236280772,I,1
151.588246787031,36.144967603123,17.9904,16.71022,16.11807,15.89168,15.61176,5.933347,-1.872335,0.0,0.0,1.0,82.44572404495123,-18.4775808402248,I,1
154.184169264577,22.11874847761,19.7265,18.163220000000003,17.38265,17.0252,16.76943,4.588519,-2.343849,0.0,0.0,1.0,128.502928227048,-18.219698567640137,I,1
144.538088060809,16.9085918030689,18.7157,17.70046,17.33632,17.13639,17.00858,3.469834,-1.379377,0.0,0.0,1.0,90.10761772022757,-17.428636505023093,I,1
